away, away_score, home_score, home, year, week
Bills,24,26,Raiders,2014,16
Colts,07,42,Cowboys,2014,16
Seahawks,35,06,Cardinals,2014,16
Broncos,28,37,Bengals,2014,16
Browns,10,20,Ravens,2014,17
Cowboys,44,17,Redskins,2014,17
Saints,23,20,Buccaneers,2014,17
Colts,27,10,Titans,2014,17
Eagles,34,26,Giants,2014,17
Bills,17,09,Patriots,2014,17
Jaguars,17,23,Texans,2014,17
Chargers,07,19,Chiefs,2014,17
Jets,37,24,Dolphins,2014,17
Bears,09,13,Vikings,2014,17
Raiders,14,47,Broncos,2014,17
Cardinals,17,20,49ers,2014,17
Lions,20,30,Packers,2014,17
Rams,06,20,Seahawks,2014,17
Panthers,34,03,Falcons,2014,17
Bengals,17,27,Steelers,2014,17
Ravens,27,49,Broncos,2013,1
Patriots,23,21,Bills,2013,1
Titans,16,09,Steelers,2013,1
Falcons,17,23,Saints,2013,1
Buccaneers,17,18,Jets,2013,1
Chiefs,28,02,Jaguars,2013,1
Seahawks,12,07,Panthers,2013,1
Bengals,21,24,Bears,2013,1
Dolphins,23,10,Browns,2013,1
Vikings,24,34,Lions,2013,1
Raiders,17,21,Colts,2013,1
Packers,28,34,49ers,2013,1
Cardinals,24,27,Rams,2013,1
Giants,31,36,Cowboys,2013,1
Eagles,33,27,Redskins,2013,1
Texans,31,28,Chargers,2013,1
Jets,10,13,Patriots,2013,2
Rams,24,31,Falcons,2013,2
Chargers,33,30,Eagles,2013,2
Cowboys,16,17,Chiefs,2013,2
Dolphins,24,20,Colts,2013,2
Titans,24,30,Texans,2013,2
Redskins,20,38,Packers,2013,2
Browns,06,14,Ravens,2013,2
Panthers,23,24,Bills,2013,2
Vikings,30,31,Bears,2013,2
Saints,16,14,Buccaneers,2013,2
Lions,21,25,Cardinals,2013,2
Jaguars,09,19,Raiders,2013,2
Broncos,41,23,Giants,2013,2
49ers,03,29,Seahawks,2013,2
Steelers,10,20,Bengals,2013,2
Chiefs,26,16,Eagles,2013,3
Texans,09,30,Ravens,2013,3
Giants,00,38,Panthers,2013,3
Lions,27,20,Redskins,2013,3
Chargers,17,20,Titans,2013,3
Cardinals,07,31,Saints,2013,3
Buccaneers,03,23,Patriots,2013,3
Packers,30,34,Bengals,2013,3
Rams,07,31,Cowboys,2013,3
Browns,31,27,Vikings,2013,3
Falcons,23,27,Dolphins,2013,3
Bills,20,27,Jets,2013,3
Colts,27,07,49ers,2013,3
Jaguars,17,45,Seahawks,2013,3
Bears,40,23,Steelers,2013,3
Raiders,21,37,Broncos,2013,3
49ers,35,11,Rams,2013,4
Ravens,20,23,Bills,2013,4
Cardinals,13,10,Buccaneers,2013,4
Steelers,27,34,Vikings,2013,4
Giants,07,31,Chiefs,2013,4
Colts,37,03,Jaguars,2013,4
Seahawks,23,20,Texans,2013,4
Bengals,06,17,Browns,2013,4
Bears,32,40,Lions,2013,4
Jets,13,38,Titans,2013,4
Redskins,24,14,Raiders,2013,4
Eagles,20,52,Broncos,2013,4
Cowboys,21,30,Chargers,2013,4
Patriots,30,23,Falcons,2013,4
Dolphins,17,38,Saints,2013,4
Bills,24,37,Browns,2013,5
Patriots,06,13,Bengals,2013,5
Lions,09,22,Packers,2013,5
Ravens,26,23,Dolphins,2013,5
Seahawks,28,34,Colts,2013,5
Saints,26,18,Bears,2013,5
Eagles,36,21,Giants,2013,5
Chiefs,26,17,Titans,2013,5
Jaguars,20,34,Rams,2013,5
Panthers,06,22,Cardinals,2013,5
Broncos,51,48,Cowboys,2013,5
Texans,03,34,49ers,2013,5
Chargers,17,27,Raiders,2013,5
Jets,30,28,Falcons,2013,5
Giants,21,27,Bears,2013,6
Packers,19,17,Ravens,2013,6
Bengals,27,24,Bills,2013,6
Lions,31,17,Browns,2013,6
Panthers,35,10,Vikings,2013,6
Rams,38,13,Texans,2013,6
Raiders,07,24,Chiefs,2013,6
Steelers,19,06,Jets,2013,6
Eagles,31,20,Buccaneers,2013,6
Jaguars,19,35,Broncos,2013,6
Titans,13,20,Seahawks,2013,6
Saints,27,30,Patriots,2013,6
Cardinals,20,32,49ers,2013,6
Redskins,16,31,Cowboys,2013,6
Colts,09,19,Chargers,2013,6
Seahawks,34,22,Cardinals,2013,7
Buccaneers,23,31,Falcons,2013,7
Bears,41,45,Redskins,2013,7
Cowboys,17,03,Eagles,2013,7
Patriots,27,30,Jets,2013,7
Bills,23,21,Dolphins,2013,7
Chargers,24,06,Jaguars,2013,7
Rams,15,30,Panthers,2013,7
Bengals,27,24,Lions,2013,7
49ers,31,17,Titans,2013,7
Texans,16,17,Chiefs,2013,7
Ravens,16,19,Steelers,2013,7
Browns,13,31,Packers,2013,7
Broncos,33,39,Colts,2013,7
Vikings,07,23,Giants,2013,7
Panthers,31,13,Buccaneers,2013,8
49ers,42,10,Jaguars,2013,8
Browns,17,23,Chiefs,2013,8
Dolphins,17,27,Patriots,2013,8
Bills,17,35,Saints,2013,8
Cowboys,30,31,Lions,2013,8
Giants,15,07,Eagles,2013,8
Steelers,18,21,Raiders,2013,8
Jets,09,49,Bengals,2013,8
Falcons,13,27,Cardinals,2013,8
Redskins,21,45,Broncos,2013,8
Packers,44,31,Vikings,2013,8
Seahawks,14,09,Rams,2013,8
Bengals,20,22,Dolphins,2013,9
Falcons,10,34,Panthers,2013,9
Vikings,23,27,Cowboys,2013,9
Saints,20,26,Jets,2013,9
Titans,28,21,Rams,2013,9
Chiefs,23,13,Bills,2013,9
Chargers,24,30,Redskins,2013,9
Eagles,49,20,Raiders,2013,9
Buccaneers,24,27,Seahawks,2013,9
Ravens,18,24,Browns,2013,9
Steelers,31,55,Patriots,2013,9
Colts,27,24,Texans,2013,9
Bears,27,20,Packers,2013,9
Redskins,27,34,Vikings,2013,10
Eagles,27,13,Packers,2013,10
Jaguars,29,27,Titans,2013,10
Bills,10,23,Steelers,2013,10
Raiders,20,24,Giants,2013,10
Rams,38,08,Colts,2013,10
Seahawks,33,10,Falcons,2013,10
Bengals,17,20,Ravens,2013,10
Lions,21,19,Bears,2013,10
Panthers,10,09,49ers,2013,10
Texans,24,27,Cardinals,2013,10
Broncos,28,20,Chargers,2013,10
Cowboys,17,49,Saints,2013,10
Dolphins,19,22,Buccaneers,2013,10
Colts,30,27,Titans,2013,11
Jets,14,37,Bills,2013,11
Falcons,28,41,Buccaneers,2013,11
Lions,27,37,Steelers,2013,11
Redskins,16,24,Eagles,2013,11
Cardinals,27,14,Jaguars,2013,11
Raiders,28,23,Texans,2013,11
Ravens,20,23,Bears,2013,11
Browns,20,41,Bengals,2013,11
Chargers,16,20,Dolphins,2013,11
Packers,13,27,Giants,2013,11
Vikings,20,41,Seahawks,2013,11
49ers,20,23,Saints,2013,11
Chiefs,17,27,Broncos,2013,11
Patriots,20,24,Panthers,2013,11
Saints,17,13,Falcons,2013,12
Buccaneers,24,21,Lions,2013,12
Vikings,26,26,Packers,2013,12
Jaguars,13,06,Texans,2013,12
Chargers,41,38,Chiefs,2013,12
Panthers,20,16,Dolphins,2013,12
Steelers,27,11,Browns,2013,12
Bears,21,42,Rams,2013,12
Jets,03,19,Ravens,2013,12
Titans,23,19,Raiders,2013,12
Colts,11,40,Cardinals,2013,12
Cowboys,24,21,Giants,2013,12
Broncos,31,34,Patriots,2013,12
49ers,27,06,Redskins,2013,12
Packers,10,40,Lions,2013,13
Raiders,24,31,Cowboys,2013,13
Steelers,20,22,Ravens,2013,13
Titans,14,22,Colts,2013,13
Jaguars,32,28,Browns,2013,13
Buccaneers,06,27,Panthers,2013,13
Bears,20,23,Vikings,2013,13
Patriots,34,31,Texans,2013,13
Cardinals,21,24,Eagles,2013,13
Dolphins,23,03,Jets,2013,13
Falcons,34,31,Bills,2013,13
Rams,13,23,49ers,2013,13
Bengals,17,10,Chargers,2013,13
Broncos,35,28,Chiefs,2013,13
Giants,24,17,Redskins,2013,13
Saints,07,34,Seahawks,2013,13
Texans,20,27,Jaguars,2013,14
Colts,28,42,Bengals,2013,14
Browns,26,27,Patriots,2013,14
Raiders,27,37,Jets,2013,14
Chiefs,45,10,Redskins,2013,14
Vikings,26,29,Ravens,2013,14
Falcons,21,22,Packers,2013,14
Bills,06,27,Buccaneers,2013,14
Dolphins,34,28,Steelers,2013,14
Lions,20,34,Eagles,2013,14
Titans,28,51,Broncos,2013,14
Rams,10,30,Cardinals,2013,14
Seahawks,17,19,49ers,2013,14
Giants,14,37,Chargers,2013,14
Panthers,13,31,Saints,2013,14
Cowboys,28,45,Bears,2013,14
Chargers,27,20,Broncos,2013,15
Redskins,26,27,Falcons,2013,15
49ers,33,14,Buccaneers,2013,15
Seahawks,23,00,Giants,2013,15
Eagles,30,48,Vikings,2013,15
Patriots,20,24,Dolphins,2013,15
Bills,27,20,Jaguars,2013,15
Texans,03,25,Colts,2013,15
Bears,38,31,Browns,2013,15
Chiefs,56,31,Raiders,2013,15
Jets,20,30,Panthers,2013,15
Packers,37,36,Cowboys,2013,15
Cardinals,37,34,Titans,2013,15
Saints,16,27,Rams,2013,15
Bengals,20,30,Steelers,2013,15
Ravens,18,16,Lions,2013,15
Dolphins,00,19,Bills,2013,16
Saints,13,17,Panthers,2013,16
Vikings,14,42,Bengals,2013,16
Broncos,37,13,Texans,2013,16
Titans,20,16,Jaguars,2013,16
Colts,23,07,Chiefs,2013,16
Cowboys,24,23,Redskins,2013,16
Browns,13,24,Jets,2013,16
Buccaneers,13,23,Rams,2013,16
Cardinals,17,10,Seahawks,2013,16
Giants,23,20,Lions,2013,16
Patriots,41,07,Ravens,2013,16
Raiders,13,26,Chargers,2013,16
Steelers,38,31,Packers,2013,16
Bears,11,54,Eagles,2013,16
Falcons,24,34,49ers,2013,16
Browns,07,20,Steelers,2013,17
Redskins,06,20,Giants,2013,17
Ravens,17,34,Bengals,2013,17
Texans,10,16,Titans,2013,17
Jaguars,10,30,Colts,2013,17
Jets,20,07,Dolphins,2013,17
Lions,13,14,Vikings,2013,17
Panthers,21,20,Falcons,2013,17
Buccaneers,17,42,Saints,2013,17
Bills,20,34,Patriots,2013,17
Rams,09,27,Seahawks,2013,17
Packers,33,28,Bears,2013,17
49ers,23,20,Cardinals,2013,17
Broncos,34,14,Raiders,2013,17
Chiefs,24,27,Chargers,2013,17
Eagles,24,22,Cowboys,2013,17
Cowboys,24,17,Giants,2012,1
Colts,21,41,Bears,2012,1
Falcons,40,24,Chiefs,2012,1
Eagles,17,16,Browns,2012,1
Redskins,40,32,Saints,2012,1
Rams,23,27,Lions,2012,1
Patriots,34,13,Titans,2012,1
Jaguars,23,26,Vikings,2012,1
Bills,28,48,Jets,2012,1
Dolphins,10,30,Texans,2012,1
Seahawks,16,20,Cardinals,2012,1
49ers,30,22,Packers,2012,1
Panthers,10,16,Buccaneers,2012,1
Steelers,19,31,Broncos,2012,1
Bengals,13,44,Ravens,2012,1
Chargers,22,14,Raiders,2012,1
Bears,10,23,Packers,2012,2
Buccaneers,34,41,Giants,2012,2
Raiders,13,35,Dolphins,2012,2
Texans,27,07,Jaguars,2012,2
Browns,27,34,Bengals,2012,2
Chiefs,17,35,Bills,2012,2
Ravens,23,24,Eagles,2012,2
Saints,27,35,Panthers,2012,2
Cardinals,20,18,Patriots,2012,2
Vikings,20,23,Colts,2012,2
Redskins,28,31,Rams,2012,2
Cowboys,07,27,Seahawks,2012,2
Jets,10,27,Steelers,2012,2
Titans,10,38,Chargers,2012,2
Lions,19,27,49ers,2012,2
Broncos,21,27,Falcons,2012,2
Giants,36,07,Panthers,2012,3
Buccaneers,10,16,Cowboys,2012,3
Jaguars,22,17,Colts,2012,3
Bills,24,14,Browns,2012,3
Jets,23,20,Dolphins,2012,3
Chiefs,27,24,Saints,2012,3
Bengals,38,31,Redskins,2012,3
Rams,06,23,Bears,2012,3
49ers,13,24,Vikings,2012,3
Lions,41,44,Titans,2012,3
Falcons,27,03,Chargers,2012,3
Eagles,06,27,Cardinals,2012,3
Steelers,31,34,Raiders,2012,3
Texans,31,25,Broncos,2012,3
Patriots,30,31,Ravens,2012,3
Packers,12,14,Seahawks,2012,3
Browns,16,23,Ravens,2012,4
Patriots,52,28,Bills,2012,4
49ers,34,00,Jets,2012,4
Seahawks,13,19,Rams,2012,4
Panthers,28,30,Falcons,2012,4
Vikings,20,13,Lions,2012,4
Chargers,37,20,Chiefs,2012,4
Titans,14,38,Texans,2012,4
Bengals,27,10,Jaguars,2012,4
Raiders,06,37,Broncos,2012,4
Dolphins,21,24,Cardinals,2012,4
Redskins,24,22,Buccaneers,2012,4
Saints,27,28,Packers,2012,4
Giants,17,19,Eagles,2012,4
Bears,34,18,Cowboys,2012,4
Cardinals,03,17,Rams,2012,5
Eagles,14,16,Steelers,2012,5
Packers,27,30,Colts,2012,5
Browns,27,41,Giants,2012,5
Falcons,24,17,Redskins,2012,5
Dolphins,17,13,Bengals,2012,5
Ravens,09,06,Chiefs,2012,5
Seahawks,16,12,Panthers,2012,5
Bears,41,03,Jaguars,2012,5
Broncos,21,31,Patriots,2012,5
Bills,03,45,49ers,2012,5
Titans,07,30,Vikings,2012,5
Chargers,24,31,Saints,2012,5
Texans,23,17,Jets,2012,5
Steelers,23,26,Titans,2012,6
Chiefs,10,38,Buccaneers,2012,6
Colts,09,35,Jets,2012,6
Bengals,24,34,Browns,2012,6
Lions,26,23,Eagles,2012,6
Raiders,20,23,Falcons,2012,6
Rams,14,17,Dolphins,2012,6
Cowboys,29,31,Ravens,2012,6
Bills,19,16,Cardinals,2012,6
Patriots,23,24,Seahawks,2012,6
Giants,26,03,49ers,2012,6
Vikings,26,38,Redskins,2012,6
Packers,42,24,Texans,2012,6
Broncos,35,24,Chargers,2012,6
Seahawks,06,13,49ers,2012,7
Cardinals,14,21,Vikings,2012,7
Cowboys,19,14,Panthers,2012,7
Saints,35,28,Buccaneers,2012,7
Packers,30,20,Rams,2012,7
Redskins,23,27,Giants,2012,7
Ravens,13,43,Texans,2012,7
Titans,35,34,Bills,2012,7
Browns,13,17,Colts,2012,7
Jets,26,29,Patriots,2012,7
Jaguars,23,26,Raiders,2012,7
Steelers,24,17,Bengals,2012,7
Lions,07,13,Bears,2012,7
Buccaneers,36,17,Vikings,2012,8
Dolphins,30,09,Jets,2012,8
Chargers,06,07,Browns,2012,8
Patriots,45,07,Rams,2012,8
Colts,19,13,Titans,2012,8
Jaguars,15,24,Packers,2012,8
Falcons,30,17,Eagles,2012,8
Redskins,12,27,Steelers,2012,8
Seahawks,24,28,Lions,2012,8
Panthers,22,23,Bears,2012,8
Raiders,26,16,Chiefs,2012,8
Giants,29,24,Cowboys,2012,8
Saints,14,34,Broncos,2012,8
49ers,24,03,Cardinals,2012,8
Chiefs,13,31,Chargers,2012,9
Cardinals,17,31,Packers,2012,9
Lions,31,14,Jaguars,2012,9
Bears,51,20,Titans,2012,9
Broncos,31,23,Bengals,2012,9
Panthers,21,13,Redskins,2012,9
Ravens,25,15,Browns,2012,9
Bills,09,21,Texans,2012,9
Dolphins,20,23,Colts,2012,9
Vikings,20,30,Seahawks,2012,9
Buccaneers,42,32,Raiders,2012,9
Cowboys,13,19,Falcons,2012,9
Steelers,24,20,Giants,2012,9
Eagles,13,28,Saints,2012,9
Colts,27,10,Jaguars,2012,10
Chargers,24,34,Buccaneers,2012,10
Titans,37,03,Dolphins,2012,10
Bills,31,37,Patriots,2012,10
Raiders,20,55,Ravens,2012,10
Broncos,36,14,Panthers,2012,10
Giants,13,31,Bengals,2012,10
Lions,24,34,Vikings,2012,10
Falcons,27,31,Saints,2012,10
Jets,07,28,Seahawks,2012,10
Cowboys,38,23,Eagles,2012,10
Rams,24,24,49ers,2012,10
Texans,13,06,Bears,2012,10
Chiefs,13,16,Steelers,2012,10
Dolphins,14,19,Bills,2012,11
Packers,24,20,Lions,2012,11
Cardinals,19,23,Falcons,2012,11
Buccaneers,27,21,Panthers,2012,11
Browns,20,23,Cowboys,2012,11
Eagles,06,31,Redskins,2012,11
Jets,27,13,Rams,2012,11
Bengals,28,06,Chiefs,2012,11
Jaguars,37,43,Texans,2012,11
Saints,38,17,Raiders,2012,11
Chargers,23,30,Broncos,2012,11
Colts,24,59,Patriots,2012,11
Ravens,13,10,Steelers,2012,11
Bears,07,32,49ers,2012,11
Texans,34,31,Lions,2012,12
Patriots,49,19,Jets,2012,12
Redskins,38,31,Cowboys,2012,12
Titans,19,24,Jaguars,2012,12
Bills,13,20,Colts,2012,12
Steelers,14,20,Browns,2012,12
Raiders,10,34,Bengals,2012,12
Broncos,17,09,Chiefs,2012,12
Seahawks,21,24,Dolphins,2012,12
Falcons,24,23,Buccaneers,2012,12
Vikings,10,28,Bears,2012,12
Ravens,16,13,Chargers,2012,12
Rams,31,17,Cardinals,2012,12
49ers,31,21,Saints,2012,12
Packers,10,38,Giants,2012,12
Panthers,30,22,Eagles,2012,12
Saints,13,23,Falcons,2012,13
Seahawks,23,17,Bears,2012,13
Texans,24,10,Titans,2012,13
Patriots,23,16,Dolphins,2012,13
Jaguars,18,34,Bills,2012,13
Colts,35,33,Lions,2012,13
Panthers,21,27,Chiefs,2012,13
Vikings,14,23,Packers,2012,13
49ers,13,16,Rams,2012,13
Cardinals,06,07,Jets,2012,13
Buccaneers,23,31,Broncos,2012,13
Steelers,23,20,Ravens,2012,13
Bengals,20,13,Chargers,2012,13
Browns,20,17,Raiders,2012,13
Eagles,33,38,Cowboys,2012,13
Giants,16,17,Redskins,2012,13
Broncos,26,13,Raiders,2012,14
Ravens,28,31,Redskins,2012,14
Cowboys,20,19,Bengals,2012,14
Rams,15,12,Bills,2012,14
Eagles,23,21,Buccaneers,2012,14
Falcons,20,30,Panthers,2012,14
Chiefs,07,30,Browns,2012,14
Chargers,34,24,Steelers,2012,14
Titans,23,27,Colts,2012,14
Jets,17,10,Jaguars,2012,14
Bears,14,21,Vikings,2012,14
Dolphins,13,27,49ers,2012,14
Cardinals,00,58,Seahawks,2012,14
Saints,27,52,Giants,2012,14
Lions,20,27,Packers,2012,14
Texans,14,42,Patriots,2012,14
Bengals,34,13,Eagles,2012,15
Packers,21,13,Bears,2012,15
Colts,17,29,Texans,2012,15
Broncos,34,17,Ravens,2012,15
Jaguars,03,24,Dolphins,2012,15
Redskins,38,21,Browns,2012,15
Vikings,36,22,Rams,2012,15
Buccaneers,00,41,Saints,2012,15
Giants,00,34,Falcons,2012,15
Seahawks,50,17,Bills,2012,15
Panthers,31,07,Chargers,2012,15
Lions,10,38,Cardinals,2012,15
Chiefs,00,15,Raiders,2012,15
Steelers,24,27,Cowboys,2012,15
49ers,41,34,Patriots,2012,15
Jets,10,14,Titans,2012,15
Falcons,31,18,Lions,2012,16
Raiders,06,17,Panthers,2012,16
Bills,10,24,Dolphins,2012,16
Bengals,13,10,Steelers,2012,16
Patriots,23,16,Jaguars,2012,16
Colts,20,13,Chiefs,2012,16
Saints,34,31,Cowboys,2012,16
Redskins,27,20,Eagles,2012,16
Rams,28,13,Buccaneers,2012,16
Chargers,27,17,Jets,2012,16
Titans,07,55,Packers,2012,16
Vikings,23,06,Texans,2012,16
Browns,12,34,Broncos,2012,16
Bears,28,13,Cardinals,2012,16
Giants,14,33,Ravens,2012,16
49ers,13,42,Seahawks,2012,16
Buccaneers,22,17,Falcons,2012,17
Jets,09,28,Bills,2012,17
Ravens,17,23,Bengals,2012,17
Browns,10,24,Steelers,2012,17
Bears,26,24,Lions,2012,17
Jaguars,20,38,Titans,2012,17
Eagles,07,42,Giants,2012,17
Panthers,44,38,Saints,2012,17
Texans,16,28,Colts,2012,17
Packers,34,37,Vikings,2012,17
Rams,13,20,Seahawks,2012,17
Dolphins,00,28,Patriots,2012,17
Chiefs,03,38,Broncos,2012,17
Raiders,21,24,Chargers,2012,17
Cardinals,13,27,49ers,2012,17
Cowboys,18,28,Redskins,2012,17
Saints,34,42,Packers,2011,1
Eagles,31,13,Rams,2011,1
Steelers,07,35,Ravens,2011,1
Lions,27,20,Buccaneers,2011,1
Falcons,12,30,Bears,2011,1
Bills,41,07,Chiefs,2011,1
Titans,14,16,Jaguars,2011,1
Colts,07,34,Texans,2011,1
Bengals,27,17,Browns,2011,1
Vikings,17,24,Chargers,2011,1
Seahawks,17,33,49ers,2011,1
Panthers,21,28,Cardinals,2011,1
Giants,14,28,Redskins,2011,1
Cowboys,24,27,Jets,2011,1
Patriots,38,24,Dolphins,2011,1
Raiders,23,20,Broncos,2011,1
Chiefs,03,48,Lions,2011,2
Raiders,35,38,Bills,2011,2
Seahawks,00,24,Steelers,2011,2
Bears,13,30,Saints,2011,2
Packers,30,23,Panthers,2011,2
Buccaneers,24,20,Vikings,2011,2
Cardinals,21,22,Redskins,2011,2
Ravens,13,26,Titans,2011,2
Jaguars,03,32,Jets,2011,2
Cowboys,27,24,49ers,2011,2
Browns,27,19,Colts,2011,2
Chargers,21,35,Patriots,2011,2
Texans,23,13,Dolphins,2011,2
Bengals,22,24,Broncos,2011,2
Eagles,31,35,Falcons,2011,2
Rams,16,28,Giants,2011,2
Jaguars,10,16,Panthers,2011,3
Texans,33,40,Saints,2011,3
49ers,13,08,Bengals,2011,3
Lions,26,23,Vikings,2011,3
Giants,29,16,Eagles,2011,3
Broncos,14,17,Titans,2011,3
Dolphins,16,17,Browns,2011,3
Patriots,31,34,Bills,2011,3
Jets,24,34,Raiders,2011,3
Ravens,37,07,Rams,2011,3
Chiefs,17,20,Chargers,2011,3
Falcons,13,16,Buccaneers,2011,3
Cardinals,10,13,Seahawks,2011,3
Packers,27,17,Bears,2011,3
Steelers,23,20,Colts,2011,3
Redskins,16,18,Cowboys,2011,3
Bills,20,23,Bengals,2011,4
Titans,31,13,Browns,2011,4
Vikings,17,22,Chiefs,2011,4
Saints,23,10,Jaguars,2011,4
Redskins,17,10,Rams,2011,4
Panthers,29,34,Bears,2011,4
49ers,24,23,Eagles,2011,4
Lions,34,30,Cowboys,2011,4
Steelers,10,17,Texans,2011,4
Falcons,30,28,Seahawks,2011,4
Giants,31,27,Cardinals,2011,4
Dolphins,16,26,Chargers,2011,4
Patriots,31,19,Raiders,2011,4
Broncos,23,49,Packers,2011,4
Jets,17,34,Ravens,2011,4
Colts,17,24,Buccaneers,2011,4
Titans,17,38,Steelers,2011,5
Raiders,25,20,Texans,2011,5
Chiefs,28,24,Colts,2011,5
Bengals,30,20,Jaguars,2011,5
Seahawks,36,25,Giants,2011,5
Cardinals,10,34,Vikings,2011,5
Saints,30,27,Panthers,2011,5
Eagles,24,31,Bills,2011,5
Buccaneers,03,48,49ers,2011,5
Jets,21,30,Patriots,2011,5
Chargers,29,24,Broncos,2011,5
Packers,25,14,Falcons,2011,5
Bears,13,24,Lions,2011,5
Bills,24,27,Giants,2011,6
Colts,17,27,Bengals,2011,6
Jaguars,13,17,Steelers,2011,6
Eagles,20,13,Redskins,2011,6
49ers,25,19,Lions,2011,6
Rams,03,24,Packers,2011,6
Panthers,17,31,Falcons,2011,6
Browns,17,24,Raiders,2011,6
Texans,14,29,Ravens,2011,6
Saints,20,26,Buccaneers,2011,6
Cowboys,16,20,Patriots,2011,6
Vikings,10,39,Bears,2011,6
Dolphins,06,24,Jets,2011,6
Broncos,18,15,Dolphins,2011,7
Chargers,21,27,Jets,2011,7
Texans,41,07,Titans,2011,7
Falcons,23,16,Lions,2011,7
Redskins,20,33,Panthers,2011,7
Bears,24,18,Buccaneers,2011,7
Seahawks,03,06,Browns,2011,7
Steelers,32,20,Cardinals,2011,7
Chiefs,28,00,Raiders,2011,7
Packers,33,27,Vikings,2011,7
Rams,07,34,Cowboys,2011,7
Colts,07,62,Saints,2011,7
Ravens,07,12,Jaguars,2011,7
Dolphins,17,20,Giants,2011,8
Colts,10,27,Titans,2011,8
Jaguars,14,24,Texans,2011,8
Vikings,24,21,Panthers,2011,8
Saints,21,31,Rams,2011,8
Cardinals,27,30,Ravens,2011,8
Lions,45,10,Broncos,2011,8
Patriots,17,25,Steelers,2011,8
Redskins,00,23,Bills,2011,8
Browns,10,20,49ers,2011,8
Bengals,34,12,Seahawks,2011,8
Cowboys,07,34,Eagles,2011,8
Chargers,20,23,Chiefs,2011,8
Jets,27,11,Bills,2011,9
Browns,12,30,Texans,2011,9
Dolphins,31,03,Chiefs,2011,9
Seahawks,13,23,Cowboys,2011,9
49ers,19,11,Redskins,2011,9
Buccaneers,16,27,Saints,2011,9
Falcons,31,07,Colts,2011,9
Broncos,38,24,Raiders,2011,9
Bengals,24,17,Titans,2011,9
Giants,24,20,Patriots,2011,9
Packers,45,38,Chargers,2011,9
Rams,13,19,Cardinals,2011,9
Ravens,23,20,Steelers,2011,9
Bears,30,24,Eagles,2011,9
Raiders,24,17,Chargers,2011,10
Bills,07,44,Cowboys,2011,10
Rams,13,12,Browns,2011,10
Redskins,09,20,Dolphins,2011,10
Saints,26,23,Falcons,2011,10
Cardinals,21,17,Eagles,2011,10
Titans,30,03,Panthers,2011,10
Texans,37,09,Buccaneers,2011,10
Steelers,24,17,Bengals,2011,10
Jaguars,17,03,Colts,2011,10
Broncos,17,10,Chiefs,2011,10
Ravens,17,22,Seahawks,2011,10
Lions,13,37,Bears,2011,10
Giants,20,27,49ers,2011,10
Patriots,37,16,Jets,2011,10
Vikings,07,45,Packers,2011,10
Jets,13,17,Broncos,2011,11
Raiders,27,21,Vikings,2011,11
Buccaneers,26,35,Packers,2011,11
Cowboys,27,24,Redskins,2011,11
Panthers,35,49,Lions,2011,11
Bengals,24,31,Ravens,2011,11
Jaguars,10,14,Browns,2011,11
Bills,08,35,Dolphins,2011,11
Seahawks,24,07,Rams,2011,11
Cardinals,07,23,49ers,2011,11
Chargers,20,31,Bears,2011,11
Titans,17,23,Falcons,2011,11
Eagles,17,10,Giants,2011,11
Chiefs,03,34,Patriots,2011,11
Packers,27,15,Lions,2011,12
Dolphins,19,20,Cowboys,2011,12
49ers,06,16,Ravens,2011,12
Vikings,14,24,Falcons,2011,12
Texans,20,13,Jaguars,2011,12
Browns,20,23,Bengals,2011,12
Bills,24,28,Jets,2011,12
Cardinals,23,20,Rams,2011,12
Buccaneers,17,23,Titans,2011,12
Panthers,27,19,Colts,2011,12
Redskins,23,17,Seahawks,2011,12
Bears,20,25,Raiders,2011,12
Patriots,38,20,Eagles,2011,12
Broncos,16,13,Chargers,2011,12
Steelers,13,09,Chiefs,2011,12
Giants,24,49,Saints,2011,12
Eagles,14,31,Seahawks,2011,13
Jets,34,19,Redskins,2011,13
Colts,24,31,Patriots,2011,13
Broncos,35,32,Vikings,2011,13
Falcons,10,17,Texans,2011,13
Panthers,38,19,Buccaneers,2011,13
Bengals,07,35,Steelers,2011,13
Chiefs,10,03,Bears,2011,13
Titans,23,17,Bills,2011,13
Raiders,14,34,Dolphins,2011,13
Ravens,24,10,Browns,2011,13
Rams,00,26,49ers,2011,13
Packers,38,35,Giants,2011,13
Cowboys,13,19,Cardinals,2011,13
Lions,17,31,Saints,2011,13
Chargers,38,14,Jaguars,2011,13
Browns,03,14,Steelers,2011,14
Patriots,34,27,Redskins,2011,14
Saints,22,17,Titans,2011,14
Buccaneers,14,41,Jaguars,2011,14
Eagles,26,10,Dolphins,2011,14
Falcons,31,23,Panthers,2011,14
Vikings,28,34,Lions,2011,14
Chiefs,10,37,Jets,2011,14
Texans,20,19,Bengals,2011,14
Colts,10,24,Ravens,2011,14
Bears,10,13,Broncos,2011,14
49ers,19,21,Cardinals,2011,14
Bills,10,37,Chargers,2011,14
Raiders,16,46,Packers,2011,14
Giants,37,34,Cowboys,2011,14
Rams,13,30,Seahawks,2011,14
Jaguars,14,41,Falcons,2011,15
Titans,13,27,Colts,2011,15
Cowboys,31,15,Buccaneers,2011,15
Redskins,23,10,Giants,2011,15
Seahawks,38,14,Bears,2011,15
Dolphins,30,23,Bills,2011,15
Bengals,20,13,Rams,2011,15
Saints,42,20,Vikings,2011,15
